vpa,name,bank,is_merchant,mcc,account_age_days,kyc_level,avg_amount,usual_hours,home_device,balance,is_corporate,blacklisted,is_spoof
shop005@sbi,Merchant 5,AXIS,1,5814,1858,CORPORATE,50000.0,0-23,mdev_005,4941604.0,1,0,
shop006@axis,Merchant 6,AXIS,1,5814,2884,CORPORATE,500.0,0-23,mdev_006,1771990.0,0,0,
shop007@axis,Merchant 7,YBL,1,5411,858,CORPORATE,200.0,0-23,mdev_007,452832.0,1,0,
shop008@paytm,Merchant 8,HDFC,1,5411,1168,CORPORATE,200.0,0-23,mdev_008,674762.0,0,0,
shop009@axis,Merchant 9,PAYTM,1,4121,1020,CORPORATE,500.0,0-23,mdev_009,2423119.0,1,0,
shop010@ybl,Merchant 10,PAYTM,1,5912,1075,CORPORATE,1500.0,0-23,mdev_010,719367.0,0,0,
shop011@sbi,Merchant 11,PAYTM,1,5411,2019,CORPORATE,1500.0,0-23,mdev_011,3628848.0,0,0,
shop012@ybl,Merchant 12,SBI,1,4121,1589,CORPORATE,50000.0,0-23,mdev_012,4135027.0,0,0,
shop013@paytm,Merchant 13,ICICI,1,5411,1241,CORPORATE,200.0,0-23,mdev_013,3605119.0,0,0,
shop014@icici,Merchant 14,SBI,1,4121,1408,CORPORATE,1500.0,0-23,mdev_014,713367.0,0,0,
shop015@ybl,Merchant 15,PAYTM,1,4121,1065,CORPORATE,1500.0,0-23,mdev_015,3183511.0,0,0,
shop016@paytm,Merchant 16,HDFC,1,5944,2270,CORPORATE,50000.0,0-23,mdev_016,2967095.0,0,0,
shop017@sbi,Merchant 17,PAYTM,1,5912,2484,CORPORATE,1500.0,0-23,mdev_017,816992.0,0,0,
shop018@sbi,Merchant 18,AXIS,1,5944,2285,CORPORATE,500.0,0-23,mdev_018,2921425.0,1,0,
shop019@paytm,Merchant 19,ICICI,1,5411,2278,CORPORATE,200.0,0-23,mdev_019,1350802.0,0,0,
shop020@ybl,Merchant 20,YBL,1,8062,363,CORPORATE,50000.0,0-23,mdev_020,2911210.0,0,0,
shop021@sbi,Merchant 21,HDFC,1,5944,939,CORPORATE,200.0,0-23,mdev_021,3148323.0,0,0,
shop022@icici,Merchant 22,PAYTM,1,4121,1953,CORPORATE,500.0,0-23,mdev_022,2900432.0,0,0,
shop023@axis,Merchant 23,HDFC,1,5411,1846,CORPORATE,200.0,0-23,mdev_023,825297.0,0,0,
shop024@sbi,Merchant 24,HDFC,1,5944,393,CORPORATE,50000.0,0-23,mdev_024,3947280.0,1,0,
shop025@icici,Merchant 25,AXIS,1,5912,2795,CORPORATE,500.0,0-23,mdev_025,3950018.0,1,0,
shop026@ybl,Merchant 26,SBI,1,8062,1850,CORPORATE,1500.0,0-23,mdev_026,2457873.0,1,0,
shop027@paytm,Merchant 27,HDFC,1,5411,2444,CORPORATE,500.0,0-23,mdev_027,1756714.0,0,0,
shop028@paytm,Merchant 28,SBI,1,5411,1870,CORPORATE,50000.0,0-23,mdev_028,2550288.0,0,0,
shop029@axis,Merchant 29,ICICI,1,5814,531,CORPORATE,500.0,0-23,mdev_029,4289518.0,0,0,
shop030@paytm,Merchant 30,SBI,1,5411,1816,CORPORATE,500.0,0-23,mdev_030,4515736.0,0,0,
shop031@hdfc,Merchant 31,AXIS,1,5814,2433,CORPORATE,50000.0,0-23,mdev_031,55870.0,0,0,
shop032@sbi,Merchant 32,SBI,1,5912,2137,CORPORATE,200.0,0-23,mdev_032,2217609.0,1,0,
shop033@icici,Merchant 33,YBL,1,8062,1721,CORPORATE,1500.0,0-23,mdev_033,1602326.0,0,0,
shop034@sbi,Merchant 34,AXIS,1,5814,278,CORPORATE,200.0,0-23,mdev_034,3268769.0,0,0,
shop035@ybl,Merchant 35,SBI,1,4121,2613,CORPORATE,500.0,0-23,mdev_035,3123924.0,1,0,
shop036@sbi,Merchant 36,PAYTM,1,5814,1425,CORPORATE,500.0,0-23,mdev_036,3978983.0,0,0,
shop037@icici,Merchant 37,HDFC,1,5944,536,CORPORATE,50000.0,0-23,mdev_037,1794576.0,0,0,
shop038@axis,Merchant 38,YBL,1,5411,2497,CORPORATE,200.0,0-23,mdev_038,4017996.0,0,0,
shop039@paytm,Merchant 39,HDFC,1,5912,2283,CORPORATE,200.0,0-23,mdev_039,478414.0,1,0,
shop040@icici,Merchant 40,SBI,1,5912,2781,CORPORATE,50000.0,0-23,mdev_040,3762097.0,1,0,
shop041@ybl,Merchant 41,YBL,1,8062,2389,CORPORATE,200.0,0-23,mdev_041,3038031.0,1,0,
shop042@sbi,Merchant 42,SBI,1,5944,1027,CORPORATE,500.0,0-23,mdev_042,3218233.0,0,0,
shop043@axis,Merchant 43,SBI,1,8062,1057,CORPORATE,200.0,0-23,mdev_043,2616286.0,0,0,
shop044@sbi,Merchant 44,HDFC,1,5912,2226,CORPORATE,500.0,0-23,mdev_044,4978587.0,0,0,
shop045@axis,Merchant 45,AXIS,1,5944,2243,CORPORATE,50000.0,0-23,mdev_045,4310398.0,0,0,
shop046@paytm,Merchant 46,HDFC,1,5912,550,CORPORATE,200.0,0-23,mdev_046,580355.0,1,0,
shop047@icici,Merchant 47,PAYTM,1,5814,933,CORPORATE,500.0,0-23,mdev_047,3623685.0,0,0,
shop048@paytm,Merchant 48,ICICI,1,5944,348,CORPORATE,1500.0,0-23,mdev_048,1561265.0,1,0,
shop049@paytm,Merchant 49,YBL,1,4121,1050,CORPORATE,200.0,0-23,mdev_049,520000.0,1,0,
shop050@sbi,Merchant 50,ICICI,1,8062,1931,CORPORATE,50000.0,0-23,mdev_050,4974880.0,1,0,
shop051@icici,Merchant 51,HDFC,1,5411,2377,CORPORATE,200.0,0-23,mdev_051,1557680.0,0,0,
shop052@paytm,Merchant 52,YBL,1,5814,1802,CORPORATE,1500.0,0-23,mdev_052,2031730.0,0,0,
shop053@axis,Merchant 53,SBI,1,8062,240,CORPORATE,50000.0,0-23,mdev_053,1192832.0,1,0,
shop054@paytm,Merchant 54,AXIS,1,5912,2523,CORPORATE,1500.0,0-23,mdev_054,4877138.0,0,0,
shop055@axis,Merchant 55,YBL,1,4121,1332,CORPORATE,500.0,0-23,mdev_055,1548411.0,1,0,
shop056@hdfc,Merchant 56,ICICI,1,4121,1101,CORPORATE,1500.0,0-23,mdev_056,582311.0,0,0,
shop057@icici,Merchant 57,HDFC,1,8062,2266,CORPORATE,200.0,0-23,mdev_057,386971.0,0,0,
shop058@icici,Merchant 58,PAYTM,1,5944,841,CORPORATE,1500.0,0-23,mdev_058,424465.0,0,0,
shop059@ybl,Merchant 59,ICICI,1,5912,1059,CORPORATE,200.0,0-23,mdev_059,1912157.0,1,0,
shop060@ybl,Merchant 60,SBI,1,5912,2668,CORPORATE,1500.0,0-23,mdev_060,897907.0,0,0,
shop061@ybl,Merchant 61,PAYTM,1,5814,2444,CORPORATE,200.0,0-23,mdev_061,451688.0,0,0,
shop062@sbi,Merchant 62,ICICI,1,8062,736,CORPORATE,50000.0,0-23,mdev_062,202700.0,0,0,
shop063@paytm,Merchant 63,AXIS,1,5411,351,CORPORATE,200.0,0-23,mdev_063,2911242.0,0,0,
shop064@sbi,Merchant 64,HDFC,1,8062,989,CORPORATE,50000.0,0-23,mdev_064,1667814.0,0,0,
shop065@hdfc,Merchant 65,AXIS,1,5912,481,CORPORATE,50000.0,0-23,mdev_065,3194910.0,0,0,
shop066@ybl,Merchant 66,ICICI,1,8062,358,CORPORATE,200.0,0-23,mdev_066,560962.0,0,0,
shop067@icici,Merchant 67,SBI,1,4121,1047,CORPORATE,50000.0,0-23,mdev_067,3453192.0,0,0,
shop068@icici,Merchant 68,YBL,1,5814,1294,CORPORATE,200.0,0-23,mdev_068,4961845.0,1,0,
shop069@icici,Merchant 69,PAYTM,1,5912,947,CORPORATE,200.0,0-23,mdev_069,4688600.0,0,0,
shop070@axis,Merchant 70,PAYTM,1,5411,1882,CORPORATE,1500.0,0-23,mdev_070,1111558.0,0,0,
shop071@icici,Merchant 71,HDFC,1,8062,2180,CORPORATE,50000.0,0-23,mdev_071,623602.0,1,0,
shop072@hdfc,Merchant 72,SBI,1,5912,2402,CORPORATE,1500.0,0-23,mdev_072,2033206.0,0,0,
shop073@ybl,Merchant 73,SBI,1,5814,1122,CORPORATE,500.0,0-23,mdev_073,2583899.0,1,0,
shop074@hdfc,Merchant 74,PAYTM,1,4121,1446,CORPORATE,1500.0,0-23,mdev_074,4919069.0,1,0,
shop075@paytm,Merchant 75,AXIS,1,4121,2787,CORPORATE,200.0,0-23,mdev_075,4435687.0,0,0,
shop076@paytm,Merchant 76,HDFC,1,8062,1332,CORPORATE,1500.0,0-23,mdev_076,2957286.0,1,0,
shop077@paytm,Merchant 77,SBI,1,5944,1678,CORPORATE,500.0,0-23,mdev_077,921318.0,0,0,
shop078@ybl,Merchant 78,HDFC,1,5411,2964,CORPORATE,200.0,0-23,mdev_078,2712817.0,0,0,
shop079@paytm,Merchant 79,PAYTM,1,8062,611,CORPORATE,50000.0,0-23,mdev_079,1175815.0,1,0,
shop080@hdfc,Merchant 80,PAYTM,1,5411,655,CORPORATE,50000.0,0-23,mdev_080,3587169.0,0,0,
shop081@ybl,Merchant 81,AXIS,1,5944,2044,CORPORATE,200.0,0-23,mdev_081,4481219.0,0,0,
shop082@icici,Merchant 82,HDFC,1,5944,1004,CORPORATE,50000.0,0-23,mdev_082,2701406.0,1,0,
shop083@hdfc,Merchant 83,ICICI,1,5814,2866,CORPORATE,1500.0,0-23,mdev_083,2293176.0,1,0,
shop084@icici,Merchant 84,HDFC,1,8062,2721,CORPORATE,200.0,0-23,mdev_084,1187476.0,1,0,
shop085@paytm,Merchant 85,ICICI,1,8062,1482,CORPORATE,50000.0,0-23,mdev_085,1959041.0,0,0,
shop086@axis,Merchant 86,ICICI,1,5944,372,CORPORATE,500.0,0-23,mdev_086,2103847.0,0,0,
shop087@icici,Merchant 87,AXIS,1,5814,2993,CORPORATE,50000.0,0-23,mdev_087,1215156.0,0,0,
shop088@icici,Merchant 88,PAYTM,1,5912,1724,CORPORATE,50000.0,0-23,mdev_088,243411.0,0,0,
shop089@icici,Merchant 89,YBL,1,5814,1326,CORPORATE,1500.0,0-23,mdev_089,625085.0,1,0,
shop090@hdfc,Merchant 90,AXIS,1,8062,702,CORPORATE,50000.0,0-23,mdev_090,4181758.0,0,0,
shop091@hdfc,Merchant 91,YBL,1,5944,1236,CORPORATE,50000.0,0-23,mdev_091,2301047.0,0,0,
shop092@icici,Merchant 92,HDFC,1,5411,1756,CORPORATE,50000.0,0-23,mdev_092,971715.0,1,0,
shop093@icici,Merchant 93,YBL,1,5944,2431,CORPORATE,500.0,0-23,mdev_093,4635097.0,0,0,
shop094@sbi,Merchant 94,YBL,1,5944,1303,CORPORATE,1500.0,0-23,mdev_094,410258.0,0,0,
shop095@sbi,Merchant 95,ICICI,1,5944,1398,CORPORATE,50000.0,0-23,mdev_095,3937907.0,0,0,
shop096@icici,Merchant 96,YBL,1,5814,389,CORPORATE,1500.0,0-23,mdev_096,3616016.0,0,0,
shop097@paytm,Merchant 97,ICICI,1,5411,2657,CORPORATE,500.0,0-23,mdev_097,3474564.0,1,0,
shop098@axis,Merchant 98,PAYTM,1,5944,2031,CORPORATE,1500.0,0-23,mdev_098,50135.0,0,0,
shop099@axis,Merchant 99,HDFC,1,8062,1006,CORPORATE,50000.0,0-23,mdev_099,4933583.0,0,0,
shop100@ybl,Merchant 100,PAYTM,1,8062,1214,CORPORATE,1500.0,0-23,mdev_100,2012437.0,1,0,
shop101@axis,Merchant 101,AXIS,1,5912,2391,CORPORATE,200.0,0-23,mdev_101,2620797.0,0,0,
shop102@ybl,Merchant 102,HDFC,1,5411,2771,CORPORATE,1500.0,0-23,mdev_102,1451212.0,0,0,
shop103@paytm,Merchant 103,SBI,1,5944,1107,CORPORATE,500.0,0-23,mdev_103,3016653.0,0,0,
shop104@hdfc,Merchant 104,ICICI,1,5944,373,CORPORATE,500.0,0-23,mdev_104,4849210.0,0,0,
shop105@sbi,Merchant 105,YBL,1,5912,630,CORPORATE,1500.0,0-23,mdev_105,4663934.0,0,0,
shop106@paytm,Merchant 106,ICICI,1,8062,245,CORPORATE,500.0,0-23,mdev_106,1303269.0,0,0,
shop107@sbi,Merchant 107,AXIS,1,5912,2092,CORPORATE,50000.0,0-23,mdev_107,3667425.0,0,0,
shop108@ybl,Merchant 108,AXIS,1,5411,2745,CORPORATE,200.0,0-23,mdev_108,1496389.0,0,0,
shop109@ybl,Merchant 109,AXIS,1,8062,840,CORPORATE,1500.0,0-23,mdev_109,1750074.0,0,0,
shop110@axis,Merchant 110,ICICI,1,8062,565,CORPORATE,500.0,0-23,mdev_110,663637.0,0,0,
shop111@hdfc,Merchant 111,SBI,1,5912,768,CORPORATE,200.0,0-23,mdev_111,3760033.0,0,0,
shop112@icici,Merchant 112,HDFC,1,5814,1378,CORPORATE,500.0,0-23,mdev_112,2867434.0,0,0,
shop113@axis,Merchant 113,HDFC,1,5912,1459,CORPORATE,200.0,0-23,mdev_113,1829831.0,0,0,
shop114@axis,Merchant 114,HDFC,1,8062,1013,CORPORATE,500.0,0-23,mdev_114,3235119.0,1,0,
shop115@icici,Merchant 115,YBL,1,4121,2982,CORPORATE,500.0,0-23,mdev_115,1834189.0,0,0,
shop116@axis,Merchant 116,ICICI,1,5411,651,CORPORATE,1500.0,0-23,mdev_116,1971560.0,0,0,
shop117@sbi,Merchant 117,HDFC,1,5912,1801,CORPORATE,500.0,0-23,mdev_117,3015944.0,1,0,
shop118@paytm,Merchant 118,ICICI,1,5912,2767,CORPORATE,200.0,0-23,mdev_118,622498.0,1,0,
shop119@axis,Merchant 119,SBI,1,5912,2297,CORPORATE,500.0,0-23,mdev_119,2907394.0,0,0,
shop120@sbi,Merchant 120,PAYTM,1,5411,2938,CORPORATE,50000.0,0-23,mdev_120,1019992.0,0,0,
shop121@ybl,Merchant 121,AXIS,1,5814,591,CORPORATE,500.0,0-23,mdev_121,1319774.0,0,0,
shop122@paytm,Merchant 122,YBL,1,5814,1529,CORPORATE,1500.0,0-23,mdev_122,3090800.0,1,0,
shop123@icici,Merchant 123,HDFC,1,5814,2826,CORPORATE,50000.0,0-23,mdev_123,4199673.0,0,0,
shop124@icici,Merchant 124,SBI,1,4121,293,CORPORATE,50000.0,0-23,mdev_124,4877976.0,1,0,
shop125@ybl,Merchant 125,SBI,1,5411,2108,CORPORATE,500.0,0-23,mdev_125,4692596.0,1,0,
shop126@sbi,Merchant 126,PAYTM,1,5814,1115,CORPORATE,200.0,0-23,mdev_126,3414606.0,1,0,
shop127@icici,Merchant 127,YBL,1,5411,2174,CORPORATE,500.0,0-23,mdev_127,4780229.0,0,0,
shop128@sbi,Merchant 128,YBL,1,8062,1703,CORPORATE,500.0,0-23,mdev_128,2588306.0,1,0,
shop129@hdfc,Merchant 129,PAYTM,1,5912,1342,CORPORATE,200.0,0-23,mdev_129,3020123.0,0,0,
shop130@axis,Merchant 130,PAYTM,1,5814,1802,CORPORATE,200.0,0-23,mdev_130,3118557.0,0,0,
shop131@icici,Merchant 131,ICICI,1,5411,1432,CORPORATE,200.0,0-23,mdev_131,3893236.0,0,0,
shop132@icici,Merchant 132,ICICI,1,5814,593,CORPORATE,1500.0,0-23,mdev_132,1898814.0,0,0,
shop133@ybl,Merchant 133,YBL,1,5912,933,CORPORATE,500.0,0-23,mdev_133,4708457.0,1,0,
shop134@icici,Merchant 134,YBL,1,4121,2817,CORPORATE,500.0,0-23,mdev_134,2548917.0,0,0,
shop135@ybl,Merchant 135,ICICI,1,4121,1248,CORPORATE,1500.0,0-23,mdev_135,4060289.0,1,0,
shop136@hdfc,Merchant 136,SBI,1,8062,781,CORPORATE,50000.0,0-23,mdev_136,3129263.0,0,0,
shop137@ybl,Merchant 137,YBL,1,4121,2717,CORPORATE,50000.0,0-23,mdev_137,4381485.0,0,0,
shop138@sbi,Merchant 138,YBL,1,8062,957,CORPORATE,1500.0,0-23,mdev_138,3640115.0,1,0,
shop139@paytm,Merchant 139,HDFC,1,5814,817,CORPORATE,1500.0,0-23,mdev_139,558249.0,0,0,
shop140@icici,Merchant 140,AXIS,1,5944,2736,CORPORATE,50000.0,0-23,mdev_140,2409328.0,0,0,
shop141@sbi,Merchant 141,SBI,1,5814,2860,CORPORATE,200.0,0-23,mdev_141,222727.0,0,0,
shop142@icici,Merchant 142,YBL,1,5411,2402,CORPORATE,50000.0,0-23,mdev_142,4146601.0,1,0,
shop143@sbi,Merchant 143,AXIS,1,5944,564,CORPORATE,500.0,0-23,mdev_143,1913207.0,1,0,
shop144@paytm,Merchant 144,PAYTM,1,8062,2867,CORPORATE,1500.0,0-23,mdev_144,3519204.0,0,0,
shop145@axis,Merchant 145,ICICI,1,5814,720,CORPORATE,200.0,0-23,mdev_145,3618036.0,1,0,
shop146@hdfc,Merchant 146,AXIS,1,5814,2719,CORPORATE,500.0,0-23,mdev_146,1896038.0,1,0,
shop147@hdfc,Merchant 147,HDFC,1,4121,2158,CORPORATE,200.0,0-23,mdev_147,1115338.0,0,0,
shop148@axis,Merchant 148,AXIS,1,5944,2401,CORPORATE,200.0,0-23,mdev_148,4454977.0,1,0,
shop149@axis,Merchant 149,PAYTM,1,8062,610,CORPORATE,500.0,0-23,mdev_149,747590.0,0,0,
shop150@icici,Merchant 150,SBI,1,5814,2963,CORPORATE,500.0,0-23,mdev_150,4029695.0,0,0,
shop151@icici,Merchant 151,HDFC,1,4121,2193,CORPORATE,500.0,0-23,mdev_151,3041207.0,1,0,
shop152@hdfc,Merchant 152,PAYTM,1,5411,2587,CORPORATE,50000.0,0-23,mdev_152,4574760.0,0,0,
shop153@icici,Merchant 153,HDFC,1,5411,2667,CORPORATE,500.0,0-23,mdev_153,4729532.0,0,0,
shop154@hdfc,Merchant 154,SBI,1,5912,1310,CORPORATE,500.0,0-23,mdev_154,496045.0,1,0,
shop155@hdfc,Merchant 155,YBL,1,5912,2921,CORPORATE,50000.0,0-23,mdev_155,4600499.0,1,0,
shop156@paytm,Merchant 156,ICICI,1,5944,1589,CORPORATE,200.0,0-23,mdev_156,2505435.0,0,0,
shop157@icici,Merchant 157,YBL,1,4121,2410,CORPORATE,200.0,0-23,mdev_157,4241999.0,1,0,
shop158@axis,Merchant 158,AXIS,1,8062,1866,CORPORATE,50000.0,0-23,mdev_158,3310671.0,0,0,
shop159@paytm,Merchant 159,SBI,1,5814,433,CORPORATE,50000.0,0-23,mdev_159,4471334.0,0,0,
shop160@hdfc,Merchant 160,ICICI,1,5944,2689,CORPORATE,500.0,0-23,mdev_160,3761559.0,0,0,
shop161@ybl,Merchant 161,SBI,1,8062,1932,CORPORATE,200.0,0-23,mdev_161,2277852.0,0,0,
shop162@hdfc,Merchant 162,ICICI,1,5912,254,CORPORATE,500.0,0-23,mdev_162,1752183.0,0,0,
shop163@hdfc,Merchant 163,ICICI,1,8062,460,CORPORATE,1500.0,0-23,mdev_163,4497767.0,0,0,
shop164@axis,Merchant 164,AXIS,1,8062,2051,CORPORATE,200.0,0-23,mdev_164,3609454.0,0,0,
shop165@axis,Merchant 165,HDFC,1,5411,764,CORPORATE,50000.0,0-23,mdev_165,867006.0,1,0,
shop166@axis,Merchant 166,ICICI,1,5944,1690,CORPORATE,1500.0,0-23,mdev_166,884720.0,0,0,
shop167@ybl,Merchant 167,HDFC,1,4121,2745,CORPORATE,50000.0,0-23,mdev_167,2852644.0,0,0,
shop168@hdfc,Merchant 168,SBI,1,5944,1622,CORPORATE,500.0,0-23,mdev_168,2159973.0,0,0,
shop169@paytm,Merchant 169,HDFC,1,5814,1473,CORPORATE,1500.0,0-23,mdev_169,3968010.0,0,0,
shop170@ybl,Merchant 170,ICICI,1,5814,2749,CORPORATE,200.0,0-23,mdev_170,1909679.0,1,0,
shop171@axis,Merchant 171,YBL,1,5912,273,CORPORATE,50000.0,0-23,mdev_171,3997150.0,1,0,
shop172@ybl,Merchant 172,HDFC,1,8062,1180,CORPORATE,50000.0,0-23,mdev_172,4327079.0,1,0,
shop173@ybl,Merchant 173,SBI,1,5912,966,CORPORATE,1500.0,0-23,mdev_173,519294.0,1,0,
shop174@ybl,Merchant 174,YBL,1,8062,2140,CORPORATE,500.0,0-23,mdev_174,1590130.0,1,0,
shop175@ybl,Merchant 175,HDFC,1,5944,1191,CORPORATE,500.0,0-23,mdev_175,1540616.0,0,0,
shop176@paytm,Merchant 176,SBI,1,4121,1322,CORPORATE,500.0,0-23,mdev_176,3425969.0,0,0,
shop177@sbi,Merchant 177,PAYTM,1,5944,2228,CORPORATE,500.0,0-23,mdev_177,225571.0,0,0,
shop178@ybl,Merchant 178,AXIS,1,5912,450,CORPORATE,200.0,0-23,mdev_178,3506810.0,0,0,
shop179@ybl,Merchant 179,HDFC,1,5814,1178,CORPORATE,1500.0,0-23,mdev_179,4482628.0,0,0,
shop180@sbi,Merchant 180,ICICI,1,5944,1601,CORPORATE,50000.0,0-23,mdev_180,3061660.0,0,0,
shop181@icici,Merchant 181,HDFC,1,5814,1122,CORPORATE,200.0,0-23,mdev_181,2656927.0,0,0,
shop182@axis,Merchant 182,PAYTM,1,5411,1887,CORPORATE,50000.0,0-23,mdev_182,2953297.0,0,0,
shop183@paytm,Merchant 183,YBL,1,4121,2764,CORPORATE,500.0,0-23,mdev_183,4239271.0,0,0,
shop184@hdfc,Merchant 184,YBL,1,5411,749,CORPORATE,1500.0,0-23,mdev_184,2593689.0,0,0,
shop185@paytm,Merchant 185,AXIS,1,5814,2572,CORPORATE,200.0,0-23,mdev_185,1658942.0,1,0,
shop186@sbi,Merchant 186,SBI,1,5912,583,CORPORATE,500.0,0-23,mdev_186,2053710.0,1,0,
shop187@axis,Merchant 187,HDFC,1,4121,1451,CORPORATE,200.0,0-23,mdev_187,3025646.0,0,0,
shop188@icici,Merchant 188,HDFC,1,5912,2919,CORPORATE,500.0,0-23,mdev_188,652644.0,0,0,
shop189@icici,Merchant 189,YBL,1,5944,2675,CORPORATE,500.0,0-23,mdev_189,2585038.0,1,0,
shop190@axis,Merchant 190,PAYTM,1,5814,1907,CORPORATE,1500.0,0-23,mdev_190,3965680.0,0,0,
shop191@axis,Merchant 191,YBL,1,5944,2801,CORPORATE,50000.0,0-23,mdev_191,3699868.0,0,0,
shop192@sbi,Merchant 192,AXIS,1,5814,728,CORPORATE,1500.0,0-23,mdev_192,3296725.0,0,0,
shop193@hdfc,Merchant 193,AXIS,1,4121,914,CORPORATE,500.0,0-23,mdev_193,3140497.0,1,0,
shop194@hdfc,Merchant 194,PAYTM,1,5814,2737,CORPORATE,50000.0,0-23,mdev_194,874774.0,0,0,
shop195@sbi,Merchant 195,SBI,1,8062,1591,CORPORATE,500.0,0-23,mdev_195,4649768.0,1,0,
shop196@ybl,Merchant 196,HDFC,1,5912,2883,CORPORATE,500.0,0-23,mdev_196,836304.0,0,0,
shop197@ybl,Merchant 197,AXIS,1,5944,198,CORPORATE,1500.0,0-23,mdev_197,980997.0,0,0,
shop198@paytm,Merchant 198,ICICI,1,5814,1290,CORPORATE,1500.0,0-23,mdev_198,3425749.0,0,0,
shop199@paytm,Merchant 199,AXIS,1,5411,2982,CORPORATE,50000.0,0-23,mdev_199,3882716.0,0,0,
shop200@ybl,Merchant 200,ICICI,1,5912,2560,CORPORATE,50000.0,0-23,mdev_200,3024291.0,0,0,
shop201@paytm,Merchant 201,AXIS,1,5411,697,CORPORATE,1500.0,0-23,mdev_201,4799626.0,0,0,
shop202@sbi,Merchant 202,AXIS,1,5944,1194,CORPORATE,50000.0,0-23,mdev_202,4539611.0,0,0,
shop203@hdfc,Merchant 203,PAYTM,1,5912,2535,CORPORATE,1500.0,0-23,mdev_203,4553511.0,0,0,
shop204@axis,Merchant 204,PAYTM,1,5411,1101,CORPORATE,200.0,0-23,mdev_204,4722894.0,1,0,
shop205@sbi,Merchant 205,ICICI,1,5944,1618,CORPORATE,200.0,0-23,mdev_205,4394231.0,1,0,
shop206@axis,Merchant 206,HDFC,1,8062,2566,CORPORATE,200.0,0-23,mdev_206,1783004.0,0,0,
shop207@paytm,Merchant 207,HDFC,1,4121,2774,CORPORATE,50000.0,0-23,mdev_207,3183141.0,0,0,
shop208@axis,Merchant 208,YBL,1,5411,2559,CORPORATE,50000.0,0-23,mdev_208,2286478.0,1,0,
shop209@icici,Merchant 209,PAYTM,1,5814,2015,CORPORATE,200.0,0-23,mdev_209,283043.0,0,0,
shop210@icici,Merchant 210,AXIS,1,5814,1389,CORPORATE,200.0,0-23,mdev_210,2593217.0,0,0,
shop211@axis,Merchant 211,SBI,1,4121,1219,CORPORATE,200.0,0-23,mdev_211,2531635.0,0,0,
shop212@paytm,Merchant 212,AXIS,1,5814,1303,CORPORATE,500.0,0-23,mdev_212,4678382.0,0,0,
shop213@ybl,Merchant 213,HDFC,1,4121,675,CORPORATE,500.0,0-23,mdev_213,3240040.0,0,0,
shop214@axis,Merchant 214,HDFC,1,5411,1445,CORPORATE,200.0,0-23,mdev_214,4701491.0,0,0,
shop215@sbi,Merchant 215,ICICI,1,8062,730,CORPORATE,1500.0,0-23,mdev_215,1711418.0,0,0,
shop216@hdfc,Merchant 216,ICICI,1,5912,959,CORPORATE,50000.0,0-23,mdev_216,3703054.0,1,0,
shop217@axis,Merchant 217,AXIS,1,5814,826,CORPORATE,500.0,0-23,mdev_217,4485240.0,0,0,
shop218@axis,Merchant 218,AXIS,1,5411,1329,CORPORATE,1500.0,0-23,mdev_218,4300006.0,1,0,
shop219@ybl,Merchant 219,HDFC,1,8062,2581,CORPORATE,500.0,0-23,mdev_219,4289655.0,1,0,
shop220@paytm,Merchant 220,SBI,1,5814,2214,CORPORATE,500.0,0-23,mdev_220,759756.0,0,0,
shop221@ybl,Merchant 221,PAYTM,1,5912,1933,CORPORATE,1500.0,0-23,mdev_221,2163295.0,0,0,
shop222@sbi,Merchant 222,YBL,1,5411,2170,CORPORATE,50000.0,0-23,mdev_222,2123808.0,0,0,
shop223@paytm,Merchant 223,AXIS,1,4121,507,CORPORATE,1500.0,0-23,mdev_223,953782.0,0,0,
shop224@icici,Merchant 224,SBI,1,5814,2374,CORPORATE,200.0,0-23,mdev_224,119823.0,0,0,
shop225@sbi,Merchant 225,YBL,1,5944,512,CORPORATE,500.0,0-23,mdev_225,2901614.0,0,0,
shop226@icici,Merchant 226,HDFC,1,5944,1166,CORPORATE,200.0,0-23,mdev_226,236425.0,0,0,
shop227@sbi,Merchant 227,AXIS,1,8062,2851,CORPORATE,50000.0,0-23,mdev_227,3471885.0,0,0,
shop228@axis,Merchant 228,YBL,1,5814,545,CORPORATE,200.0,0-23,mdev_228,3928052.0,0,0,
shop229@sbi,Merchant 229,PAYTM,1,5411,1979,CORPORATE,500.0,0-23,mdev_229,665646.0,0,0,
shop230@paytm,Merchant 230,ICICI,1,5814,2355,CORPORATE,1500.0,0-23,mdev_230,4386645.0,0,0,
shop231@icici,Merchant 231,YBL,1,5814,487,CORPORATE,50000.0,0-23,mdev_231,69987.0,0,0,
shop232@hdfc,Merchant 232,SBI,1,5411,1741,CORPORATE,50000.0,0-23,mdev_232,1437462.0,0,0,
shop233@paytm,Merchant 233,YBL,1,5814,2349,CORPORATE,50000.0,0-23,mdev_233,2130246.0,0,0,
shop234@hdfc,Merchant 234,PAYTM,1,5814,2466,CORPORATE,1500.0,0-23,mdev_234,1063507.0,0,0,
shop235@ybl,Merchant 235,HDFC,1,5411,843,CORPORATE,1500.0,0-23,mdev_235,131367.0,0,0,
shop236@ybl,Merchant 236,HDFC,1,5411,1446,CORPORATE,50000.0,0-23,mdev_236,3261893.0,0,0,
shop237@sbi,Merchant 237,AXIS,1,5912,2628,CORPORATE,500.0,0-23,mdev_237,4511994.0,0,0,
